Código	Diretoria Regional	Municipio	DESIGNAÇÃO		Endereço	Nº	Complemento	Bairro  	CEP
33058733	METROPOLITANA I	NOVA IGUACU	CE	PROFESSORA EVANGELINA SOARES DE MOURA	RUA FATIMA CRISTINA	300		ROSA DOS VENTOS	26010003
33117764	METROPOLITANA I	NOVA IGUACU	CE	PROFESSORA MARIA HELENA AMARAL ALARCAO	RUA PAULO ROBERTO TOBIAS	16		GERARD DANON	26042250
33058741	METROPOLITANA I	NOVA IGUACU	CE	PROFESSORA MARIA JOSE RAUNHETTI DUCCINI	RUA IGUAPE	304		JARDIM ESPLANADA	26013410
33060878	METROPOLITANA I	NOVA IGUACU	CE	PROFESSORA MARINA BENTO	RUA VITOR HUGO	164		VILA DE CAVA	26262500
33059403	METROPOLITANA I	NOVA IGUACU	CE	PROFESSORA VENINA CORREA TORRES	RUA ELIAS MITRE	21		JARDIM SANTA EUGENIA	26250160
33060274	METROPOLITANA I	NOVA IGUACU	IE	RANGEL PESTANA	RUA DOUTOR LUIZ GUIMARAES	218		CENTRO	26210020
33060746	METROPOLITANA I	NOVA IGUACU	CE	SANTA RITA DE CASSIA	RUA ALYRIA LEMOS DE AZEVEDO	SNº		SANTA RITA	26050010
33059454	METROPOLITANA I	NOVA IGUACU	CE	SANTO ANTONIO DE PADUA	RUA JOSE LUIZ	223		MANGUEIRA	26271320
33061769	METROPOLITANA I	NOVA IGUACU	CE	SAO FRANCISCO DE PAULA	TRV SANTANA	71		PARQUE SAO FRANCISCO	26010003
33059446	METROPOLITANA I	NOVA IGUACU	CE	SAO JORGE	RUA XV DE NOVEMBRO	100		VILA OPERARIA	26012370
33058750	METROPOLITANA I	NOVA IGUACU	CE	SAO JUDAS TADEU	RUA PONTA PORA	SNº		AUSTIN	26250520
33058768	METROPOLITANA I	NOVA IGUACU	CE	SARGENTO ANTONIO ERNESTO	RUA OTAVIO TEIXEIRA	SNº		CABUCU	26291371
33059462	METROPOLITANA I	NOVA IGUACU	CE	VEREADOR PERCY BATISTA CRISPIN	RUA GUARANI	60		RANCHO NOVO	26013150
33058776	METROPOLITANA I	NOVA IGUACU	CE	VICENTINA GOULART	RUA TAQUARA	SNº		MIGUEL COUTO	26145260
33059470	METROPOLITANA I	NOVA IGUACU	CE	YONNE MARIA SIQUEIRA DE ANDRADE	ANTIGA RODOVIA RIO X SAO PAULO 	SNº	KM 32,  AVENIDA A	PQ. SAO FRANCISCO DE  PAULA	26260000
33097275	METROPOLITANA I	NOVA IGUACU	CIEP	333 CACILDA BECKER	CAMINHO DA GRAMA	SNº		JARDIM FONTE SAO MIGUEL	26060640
33046549	METROPOLITANA I	NOVA IGUACU	CIEP	351 MINISTRO SALGADO FILHO	ESTRADA SANTA BARBARA	SNº		GRAMA	26061070
33059306	METROPOLITANA I	NOVA IGUACU	EE	MACHADO DE ASSIS	RUA ANTONIETA	140		PRATA	26010143
33099901	METROPOLITANA I	QUEIMADOS	CIEP	335 PROFESSOR JOAQUIM DE FREITAS	RUA NELIO CHAMBARELLI	SNº		JARDIM SAO MIGUEL OU SAO CRISTOVAO	26313040
33096740	METROPOLITANA I	QUEIMADOS	CIEP	341 SEBASTIAO PEREIRA PORTES	RUA OLIVIA MARIA MACHADO	SNº		SANTA CATARINA	26323400
33097607	METROPOLITANA I	QUEIMADOS	CIEP	344 ADONIRAN BARBOSA	PRACA LUXEMBURGO	SNº		VILA CENTRAL	26373320
33099898	METROPOLITANA I	QUEIMADOS	CIEP	346 BELARMINO ALFREDO DOS SANTOS	RUA EDITE BARBOSA DA SILVA	SNº		N SENHORA DA GLORIA	26310340
33097062	METROPOLITANA I	QUEIMADOS	CIEP	355 ROQUETE PINTO	AVENIDA DOUTOR PEDRO JORGE	SNº		PARAISO	26382210
33097151	METROPOLITANA I	QUEIMADOS	CIEP	396 LUIZ PEIXOTO	RUA CAMILO CRISTOVAO	SNº		FANCHEM	26390000
33061874	METROPOLITANA I	QUEIMADOS	CE	DOM BOSCO	RUA ANTONIO GRANDE	SNº		VAL DARIOSA	26311190
33061866	METROPOLITANA I	QUEIMADOS	CE	DOM JOAO VI	RUA JORGE FERREIRA DA SILVA	91		N S DA GLORIA	26310430
33061912	METROPOLITANA I	QUEIMADOS	CE	JOSE DE ANCHIETA	RUA AVEIRO	SNº		JARDIM ALZIRA	26311320
33061742	METROPOLITANA I	QUEIMADOS	CE	PREFEITO LUIZ GUIMARAES	RUA TIBIRI	SNº		NS DE FATIMA	26390000
33061920	METROPOLITANA I	QUEIMADOS	CE	RAYMUNDO CORREA	RUA ITAJAI	SNº		V GUIMARAES	26393120
33061750	METROPOLITANA I	QUEIMADOS	CE	SAO CRISTOVAO	RUA DAS BORBOLETAS	SNº		SAO CRISTOVAO	26320170
33061939	METROPOLITANA I	QUEIMADOS	CE	SAO JOAO	RUA BAMBI	SNº	VILA SAO JOAO	PARQUE SANTIAGO	26377270
33088969	METROPOLITANA II 	SAO GONCALO	CIEP	041 VITAL BRAZIL	RUA VITAL BRAZIL	SNº		LUIZ CACADOR	24456400
33090670	METROPOLITANA II 	SAO GONCALO	CIEP	050 PABLO NERUDA	RODOVIA AMARAL PEIXOTO	SNº	KM 14	LARANJAL	24753560
33088950	METROPOLITANA II 	SAO GONCALO	CIEP	052 PROFESSORA ROMANDA GOUVEIA GONCALVES	RUA VEREADORISSIMO DE SOUZA	SNº		BOA VISTA	24466035
33090653	METROPOLITANA II 	SAO GONCALO	CIEP	121 PROFESSOR JOADELIO CODECO	RODOVIA AMARAL PEIXOTO RJ 104 RUA RODOLFO SIQUEIRA	SNº	KM 19	MARAMBAIA OU BOM RETIRO	24726060
33090149	METROPOLITANA II 	SAO GONCALO	CIEP	122 ERMEZINDA DIONISIO NECCO	RUA VICENTINA GOULART	SNº		MIRIAMBI	24731020
33090157	METROPOLITANA II 	SAO GONCALO	CIEP	126 ALMEDORINA AZEVEDO	ESTRADA AMARAL PEIXOTO	SNº	KM 8	RIO DO OURO	24753560
33088861	METROPOLITANA II 	SAO GONCALO	CIEP	237 JORNALISTA WLADIMIR HERZOG	RUA DOUTOR FRANCISCO PORTELA	SNº		PARAISO	24435000
33103909	METROPOLITANA II 	SAO GONCALO	CIEP	238 DOUTOR ILTON FARIA DA COSTA	RUA VISCONDE DE SEABRA	SNº		SANTA LUZIA	24721270
33090688	METROPOLITANA II 	SAO GONCALO	CIEP	239 PROFESSORA ELZA VIANNA FIALHO	RUA CIDADE DE LISBOA	SNº		VISTA ALEGRE	24722480
33088926	METROPOLITANA II 	SAO GONCALO	CIEP	240 PROFESSOR HAROLDO TEIXEIRA VALLADAO	RUA CRISTIANO OTONI	SNº		ALMERINDA	24740004
33091757	METROPOLITANA II 	SAO GONCALO	CIEP	246 PROFESSORA ADALGISA CABRAL DE FARIA	RUA DOUTOR GETULIO VARGAS	382		BARRO VERMELHO	24416000
33088942	METROPOLITANA II 	SAO GONCALO	CIEP	248 PROFESSOR TULIO RODRIGUES PERLINGEIRO	ESTRADA DAS PALMEIRAS	SNº		SALGUEIRO	24473182
33088900	METROPOLITANA II 	SAO GONCALO	CIEP	249 PASTOR WALDEMAR ZARRO	RUA MINAS GERAIS	SNº		BRASILANDIA	24465280
33088896	METROPOLITANA II 	SAO GONCALO	CIEP	306 DEPUTADO DAVID QUINDERE	RUA GERALDO MARTINS	305	QUADOUTORA 305	JARDIM CATARINA	24716150
33096970	METROPOLITANA II 	SAO GONCALO	CIEP	309 ZUZU ANGEL	RUA CLODOMIRO ANTUNES DA COSTA	409		ARSENAL	24751360
33103887	METROPOLITANA II 	SAO GONCALO	CIEP	408 SERGIO CARDOSO	RUA JULIO VERNE	SNº		TRINDADE	24457150
33104182	METROPOLITANA II 	SAO GONCALO	CIEP	409 PROFESSORA ALAIDE FIGUEREDO DOS SANTOS	RUA CANDIDO REIS	128		COELHO	24740002
33090173	METROPOLITANA II 	SAO GONCALO	CIEP	410 PATRICIA GALVAO PAGU	ESTRADA DE SANTA ISABEL	SNº		SANTA ISABEL	24735040
33096988	METROPOLITANA II 	SAO GONCALO	CIEP	412 DOUTOR ZERBINI	RODOVIA AMARAL PEIXOTO	SNº	KM 11	COLUBANDE	24744560
33103879	METROPOLITANA II 	SAO GONCALO	CIEP	413 ADAO PEREIRA NUNES	RUA JOSE RAMOS DE OLIVEIRA	SNº		NEVES	24426010
33103925	METROPOLITANA II 	SAO GONCALO	CIEP	421 DEPUTADA CRISTINA TAVARES	ESTRADA BONSUCESSO	SNº	QUINTA DOM RICARDO	SANTA ISABEL	24738555
33103941	METROPOLITANA II 	SAO GONCALO	CIEP	422 NICANOR FERREIRA NUNES	RUA SALVATORI	SNº		AGUA MINERAL	24740000
33103917	METROPOLITANA II 	SAO GONCALO	CIEP	423 MORA GUIMARAES	RUA DUCLEIA SILVA PORTO	2026		SACRAMENTO	24734315
33091099	METROPOLITANA II 	SAO GONCALO	CIEP	425 PROFESSORA MARLUCY SALLES DE ALMEIDA	RUA DOUTOR MARCH	SNº		TENENTE JARDIM	24440000
33088870	METROPOLITANA II 	SAO GONCALO	CIEP	430 CARLOS MARIGHELLA	RUA ANTONIO LEONCIO	19 - A		ITAOCA	24471400
33103968	METROPOLITANA II 	SAO GONCALO	CIEP	439 LUIZ GONZAGA JUNIOR - GONZAGUINHA	RUA VITAL BRAZIL	SNº		LUIZ CACADOR	24456400
33090165	METROPOLITANA II 	SAO GONCALO	CIEP	440 MAJOR JOAQUIM DE AZEVEDO COUTINHO	ESTRADA DO ANAIA	SNº		JOCKEY CLUB	24743322
33518238	METROPOLITANA II 	SAO GONCALO	CIEP	513 GEORGE SAVALLA GOMES - PALHACO CAREQUINHA	RUA BASILEU NOGUEIRA	S/Nº		MARIA PAULA	24754440
33090815	METROPOLITANA II 	SAO GONCALO	CE	ALECRIM	ESTRADA JOSE DE SOUZA PORTO	SNº		MONJOLOS	24723000
33090270	METROPOLITANA II 	SAO GONCALO	CE	AMANDA VELASCO	ESTRADA DE IPIIBA	151		VILA IPIIBA	24735410
33089043	METROPOLITANA II 	SAO GONCALO	CE	ARMANDO GONCALVES	RUA WALDOMIRO SILVEIRA	SNº		SALGUEIRO	24475040
33090300	METROPOLITANA II 	SAO GONCALO	CE	AUGUSTO CEZARIO DIAZ ANDRE	RUA LEONIDIA PINHEIRO DA SILVA	SNº		PACHECOS	24732330
33089337	METROPOLITANA II 	SAO GONCALO	EE	CAPITAO BELARMINO DE MATTOS	RUA MARQUES GUIMARAES	1608		PORTO DO ROSA	24470500
33091340	METROPOLITANA II 	SAO GONCALO	CE	CAPITAO OSWALDO ORNELLAS	RUA CAPITAO JOAO MANOEL	SNº		PORTO NOVO	24435550
33089841	METROPOLITANA II 	SAO GONCALO	IE	CLELIA NANCI	AVENIDA BRASILANDIA	SNº		BRASILANDIA	24440670
33507210	METROPOLITANA II 	SAO GONCALO	CE	COMENDADOR VALENTIM DOS SANTOS DINIZ	RODOVIA AMARAL PEIXOTO	SNº	KM 9	COLUBANDÊ	24750465
33091854	METROPOLITANA II 	SAO GONCALO	EE	CONEGO GOULART	RUA DOUTOR PIO BORGES	1287		PONTE PARAGUAI	24412000
33091382	METROPOLITANA II 	SAO GONCALO	CE	CORONEL FRANCISCO LIMA	RUA VISCONDE DE ITAUNA	SNº		GRADIM	24431005
33091390	METROPOLITANA II 	SAO GONCALO	CE	CORONEL JOAO TARCISIO BUENO	RUA DOUTOR FRANCISCO PORTELA	SNº		PARAISO	24435001
33090823	METROPOLITANA II 	SAO GONCALO	CE	CORONEL SERRADO	ESTRADA JOSE DE SOUZA PORTO	SNº		MONJOLOS	24723350
33089370	METROPOLITANA II 	SAO GONCALO	EE	CRUZEIRO DO SUL	RUA CAPITAO MUCIO LEVY	120		NOVA CIDADE	24455300
33090327	METROPOLITANA II 	SAO GONCALO	CE	DESEMBARGADOR FERREIRA PINTO	RUA NESTOR PINTO ALVES	SNº		VILA TRES	24711070
33090831	METROPOLITANA II 	SAO GONCALO	CE	DOM ANTONIO DE ALMEIDA MORAES JUNIOR	AVENIDA SANTA LUZIA	SNº		SANTA LUZIA	24722315
33090246	METROPOLITANA II 	SAO GONCALO	CE	DORVAL FERREIRA DA CUNHA	AVENIDA EUGENIO BORGES	SNº	KM 6,5	RIO DO OURO	24753000
33089051	METROPOLITANA II 	SAO GONCALO	CE	DOUTOR ADINO XAVIER	TRV PROFESSORA ADELIA MARTINS	SNº		MUTONDO	24452165
33090840	METROPOLITANA II 	SAO GONCALO	CE	DOUTOR ARMANDO SA COUTO	ESTRADA DA CAMPANHA	SNº		LARGO DA IDEIA	24723700
33090343	METROPOLITANA II 	SAO GONCALO	CE	DOUTOR HUMBERTO SOEIRO DE CARVALHO	RUA MARIA DO NASCIMENTO	SNº	QUADRA 6	JOQUEY CLUB	24635000
33090351	METROPOLITANA II 	SAO GONCALO	CE	DOUTOR RODOLPHO SIQUEIRA	RODOVIA AMARAL PEIXOTO	SNº	KM 09	COLUBANDE	24753560
33090378	METROPOLITANA II 	SAO GONCALO	CE	ELIZA MARIA DUTRA	ESTRADA DO SACRAMENTO	475		SACRAMENTO	24734075
33089388	METROPOLITANA II 	SAO GONCALO	CE	FREDERICO AZEVEDO	RUA RAUL MESQUITA	SNº		ITAUNA	24474120
33090394	METROPOLITANA II 	SAO GONCALO	EE	FREDERICO OZANAM	ESTRADA DE IPIIBA	5090		RIO DO OURO	24735415
33089060	METROPOLITANA II 	SAO GONCALO	CE	ISMAEL BRANCO	RUA RAUL LENGRUBER	SNº		MUTUA	24460410
33089396	METROPOLITANA II 	SAO GONCALO	CE	LAURO CORREA	RUA MACAE	SNº	LOTE 03 QUADRA 103	TRINDADE	24457280
33090874	METROPOLITANA II 	SAO GONCALO	EE	LEONOR FRANCO MOREIRA	AVENIDA PRESIDENTE ROOSEVELT	1535		MARAMBAIA	24722070
33114366	METROPOLITANA II 	SAO GONCALO	CE	MARIO TAMBORINDEGUY	ESTRADA DO AMARAL PEIXOTO	SNº	KM 6,5	TRIBOBO	24750000
33090882	METROPOLITANA II 	SAO GONCALO	CE	MAUA	RODOVIA AMARAL PEIXOTO	SNº	KM 16	VISTA ALEGRE	24740000
33091447	METROPOLITANA II 	SAO GONCALO	CE	MELCHIADES PICANCO	RUA SALDANHA MARINHO	199		NEVES	24425227
33089086	METROPOLITANA II 	SAO GONCALO	CE	MINISTRO JOSE DE MOURA E SILVA	RUA ROSALINO JOSE FERREIRA	SNº		ROCHA	24421485
33089426	METROPOLITANA II 	SAO GONCALO	CE	MONSENHOR BARENCO COELHO	AVENIDA ALFREDO BAHIENSE	SNº		BOACU	24466460
33089094	METROPOLITANA II 	SAO GONCALO	CE	NILO PECANHA	RUA CORONEL SERRADO	1750		ZE GAROTO	24410000
33089124	METROPOLITANA II 	SAO GONCALO	CE	PADRE MANUEL DA NOBREGA	RUA MINAS GERAIS	SNº		BRASILANDIA	24465280
33089108	METROPOLITANA II 	SAO GONCALO	CE	PANDIA CALOGERAS	RUA JOAO CESARINO	SNº		J ALCANTARA	24710310
33091765	METROPOLITANA II 	SAO GONCALO	CE	PAULINO PINHEIRO BAPTISTA	RUA DOUTOR PIO BORGES	SNº		BARRO VERMELHO	24412000
33090440	METROPOLITANA II 	SAO GONCALO	CE	PROFESSOR FRANCISCO DE PAULA ACHILLES	ESTRADA DO ANAIA	SNº		ANAIA PEQUENO	24742000
33090890	METROPOLITANA II 	SAO GONCALO	EE	PROFESSORA ABIGAIL CARDOSO	RUA DOS MARFINS	SNº		JARDIM CATARINA NOVO	24715620
33090424	METROPOLITANA II 	SAO GONCALO	CE	PROFESSORA ADELIA MARTINS	RUA ARMANDO RANCE	SNº		COELHO	24740410
33089469	METROPOLITANA II 	SAO GONCALO	CE	PROFESSORA ANTONIETA PALMEIRA	AVENIDA JOSE MENDONCA DE CAMPOS	SNº		COLUBANDE	24450260
33090432	METROPOLITANA II 	SAO GONCALO	CE	PROFESSORA DALILA DE OLIVEIRA COSTA	RUA OLIVIA LOPES	SNº		ARSENAL	24751765
33091900	METROPOLITANA II 	SAO GONCALO	CE	PROFESSORA LUIZA HONORIA DO PRADO	RUA MENTOR COUTO	4670		ENGENHO PEQUENO	24417000
33090459	METROPOLITANA II 	SAO GONCALO	CE	PROFESSORA ODYSSEA SILVEIRA DE SIQUEIRA	RUA AURINO SA LEITAO	SNº		JOCKEY CLUB	24743780
33091196	METROPOLITANA II 	SAO GONCALO	CE	SANTOS DIAS	RUA FLORIANO PEIXOTO	SNº		NEVES	24425470
33090726	METROPOLITANA II 	SAO GONCALO	CE	TRASILBO FILGUEIRAS	RUA SAINT DINIZ	SNº		JARDIM CATARINA	24715150
33090904	METROPOLITANA II 	SAO GONCALO	CE	VILA GUARANI	RUA MANOEL FONTOURA	SNº		GUARANI	24736580
33090475	METROPOLITANA II 	SAO GONCALO	CE	VITAL BRASIL	RUA EUZEBIO	SNº		TRIBOBO	24750200
33091200	METROPOLITANA II 	SAO GONCALO	CE	WALTER ORLANDINI	RUA DOUTOR FRANCISCO PORTELA	794		PARAISO	24435005
33110654	METROPOLITANA III	RIO DE JANEIRO	CIEP	092 FREDERICO FELLINI	AVENIDA JOAO RIBEIRO	SNº		TOMAS COELHO	20750000
33096759	METROPOLITANA III	RIO DE JANEIRO	CIEP	173 RAINHA NZINGA DE ANGOLA	AVENIDA PASTOR MARTIN LUTHER KING JUNIOR	SNº		ACARI	20530014
33110646	METROPOLITANA III	RIO DE JANEIRO	CIEP	323 MARIA WERNECK DE CASTRO	ESTRADA PEDRO BORGES DE FREITAS	SNº		IRAJA	21235390
33097038	METROPOLITANA III	RIO DE JANEIRO	CIEP	326 PROFESSOR CESAR PERNETTA	RUA ARY LEAO	SNº	COMPLEXO DA MARE	BONSUCESSO	21044020
33128235	METROPOLITANA III	RIO DE JANEIRO	CIEP	339 MARIO TAMBORINDEGUY	ESTRADA PEDRO BORGES DE FREITAS	SNº		IRAJA	21235390
33086540	METROPOLITANA III	RIO DE JANEIRO	CE	ACARI	RUA FAUSTO E CASTRO	SNº		ACARI	21535130
33074160	METROPOLITANA III	RIO DE JANEIRO	CE	ADLAI STEVENSON	RUA HERON DOMINGUES	122		VISTA ALEGRE	21230420
33071535	METROPOLITANA III	RIO DE JANEIRO	CE	AGRIPINO GRIECO	RUA MONSENHOR JERONIMO	SNº		ENGENHO DE DENTRO	20730110
33074798	METROPOLITANA III	RIO DE JANEIRO	CE	AMAPA	RUA TORIBA	106		COLEGIO	21545260
33085463	METROPOLITANA III	RIO DE JANEIRO	CE	ANITA GARIBALDI	ESTRADA MARACAJAS	1294	ILHA DO GOVERNADOR	GALEAO	21941530
33140715	METROPOLITANA III	RIO DE JANEIRO	CE	ANTONIO HOUAISS	RUA MARANHAO	530		MEIER	20720230
33068844	METROPOLITANA III	RIO DE JANEIRO	CE	BAHIA	AVENIDA BRASIL	5430		BONSUCESSO	21040361
33072078	METROPOLITANA III	RIO DE JANEIRO	CE	BARAO DE MACAUBAS	AVENIDA ITAOCA	SNº		INHAUMA	21061020
33095078	METROPOLITANA III	RIO DE JANEIRO	CE	BERNARDO DE VASCONCELOS	PRACA SANTA ROSALIA	100		PENHA	21070440
33071543	METROPOLITANA III	RIO DE JANEIRO	CE	BOLIVAR	RUA GOIAS	248		ENCANTADO	20756120
33070148	METROPOLITANA III	RIO DE JANEIRO	CE	BRANT HORTA	RUA BENTO CARDOSO	130		PENHA CIRCULAR	21215000
33075689	METROPOLITANA III	RIO DE JANEIRO	CE	CARDEAL ARCOVERDE	RUA AGOSTINHO BARBALHO	401		MADUREIRA	21310130
33075166	METROPOLITANA III	RIO DE JANEIRO	IE	CARMELA DUTRA	AVENIDA MINISTRO EDGARD ROMERO	491		MADUREIRA	21360201
33071551	METROPOLITANA III	RIO DE JANEIRO	CE	CENTRAL DO BRASIL	RUA RIO GRANDE DO SUL	49		MEIER	20775100
33075174	METROPOLITANA III	RIO DE JANEIRO	CE	CHARLES CHAPLIN	PRACA CANDIDO PORTINARI (RUA DOM QUIXOTE)	SNº		OSWALDO CRUZ	21341120
33070156	METROPOLITANA III	RIO DE JANEIRO	CE	CHILE	RUA ITAPE	SNº		OLARIA	21071440
33075182	METROPOLITANA III	RIO DE JANEIRO	CE	CIDADE DE LISBOA	AVENIDA MINISTRO EDGARD ROMERO	31		MADUREIRA	21350300
